LON,LAT,,,,,,,,
-122.4086450000,37.3736691100,,,,,,,,
-122.4092580000,37.3748050000,,,,,,,,
-122.4100580000,37.3758175600,,,,,,,,
-122.4124400000,37.3788292200,,,,,,,,
-122.4131410000,37.3797154900,,,,,,,,
-122.4132520000,37.3798551900,,,,,,,,
-122.4156770000,37.3829214900,,,,,,,,
-122.4232860000,37.3925420000,,,,,,,,
-122.4393310000,37.4266765900,,,,,,,,
-122.4400810000,37.4282708500,,,,,,,,
-122.4405970000,37.4293678400,,,,,,,,
-122.4420720000,37.4325072600,,,,,,,,
-122.4429050000,37.4342780400,,,,,,,,
-122.4435590000,37.4356699900,,,,,,,,
-122.4436870000,37.4359410000,,,,,,,,
-122.4440990000,37.4405374600,,,,,,,,
-122.4443130000,37.4429191900,,,,,,,,
-122.4444980000,37.4449734500,,,,,,,,
-122.4446220000,37.4463490800,,,,,,,,
-122.4450540000,37.4511629500,,,,,,,,
-122.4459870000,37.4615410000,,,,,,,,
-122.4471900000,37.4652897900,,,,,,,,
-122.4520670000,37.4804786900,,,,,,,,
-122.4520870000,37.4805400000,,,,,,,,
-122.4678880000,37.4981400000,,,,,,,,
-122.4723880000,37.5005400000,,,,,,,,
-122.4764430000,37.4987680900,,,,,,,,
-122.4823510000,37.4961865300,,,,,,,,
-122.4858880000,37.4946410000,,,,,,,,
-122.4867490000,37.4943902700,,,,,,,,
-122.4871390000,37.4942767100,,,,,,,,
-122.4937890000,37.4923410000,,,,,,,,
-122.4944280000,37.4926899700,,,,,,,,
-122.4992890000,37.4953410000,,,,,,,,
-122.4993930000,37.4954975600,,,,,,,,
-122.4994760000,37.4956212500,,,,,,,,
-122.5103390000,37.5118522700,,,,,,,,
-122.5127730000,37.5154901700,,,,,,,,
-122.5166890000,37.5213400000,,,,,,,,
-122.5167280000,37.5215617300,,,,,,,,
-122.5171740000,37.5240632600,,,,,,,,
-122.5173560000,37.5250866500,,,,,,,,
-122.5178770000,37.5280124000,,,,,,,,
-122.5179050000,37.5281697700,,,,,,,,
-122.5186490000,37.5323422800,,,,,,,,
-122.5186860000,37.5325535600,,,,,,,,
-122.5186990000,37.5326236200,,,,,,,,
-122.5195330000,37.5373020000,,,,,,,,
-122.5194930000,37.5374034500,,,,,,,,
-122.5184980000,37.5399849300,,,,,,,,
-122.5184150000,37.5402004900,,,,,,,,
-122.5173850000,37.5428725600,,,,,,,,
-122.5170820000,37.5436597500,,,,,,,,
-122.5166170000,37.5448642800,,,,,,,,
-122.5165890000,37.5449390000,,,,,,,,
-122.5163440000,37.5451022000,,,,,,,,
-122.5154320000,37.5457096900,,,,,,,,
-122.5147890000,37.5461390000,,,,,,,,
-122.5136880000,37.5522390000,,,,,,,,
-122.5137380000,37.5525138200,,,,,,,,
-122.5138660000,37.5532105300,,,,,,,,
-122.5145850000,37.5571136500,,,,,,,,
-122.5149490000,37.5590923300,,,,,,,,
-122.5164180000,37.5670720000,,,,,,,,
-122.5167590000,37.5689206300,,,,,,,,
-122.5168890000,37.5696263200,,,,,,,,
-122.5170300000,37.5703960800,,,,,,,,
-122.5171510000,37.5710508100,,,,,,,,
-122.5174770000,37.5728243200,,,,,,,,
-122.5174930000,37.5729101800,,,,,,,,
-122.5175280000,37.5731008200,,,,,,,,
-122.5180880000,37.5761380000,,,,,,,,
-122.5180600000,37.5765837300,,,,,,,,
-122.5180030000,37.5775051600,,,,,,,,
-122.5177380000,37.5817579200,,,,,,,,
-122.5174250000,37.5867976500,,,,,,,,
-122.5173950000,37.5872860900,,,,,,,,
-122.5173810000,37.5875095200,,,,,,,,
-122.5173520000,37.5879712200,,,,,,,,
-122.5173080000,37.5886749300,,,,,,,,
-122.5172430000,37.5897205700,,,,,,,,
-122.5171870000,37.5906370000,,,,,,,,
-122.5121450000,37.5935084500,,,,,,,,
-122.5074640000,37.5961747800,,,,,,,,
-122.5020210000,37.5992750700,,,,,,,,
-122.5013860000,37.5996370000,,,,,,,,
-122.5010860000,37.6004509300,,,,,,,,
-122.4998640000,37.6037715500,,,,,,,,
-122.4979710000,37.6089142100,,,,,,,,
-122.4970060000,37.6115376800,,,,,,,,
-122.4967860000,37.6121360000,,,,,,,,
-122.4955990000,37.6261481200,,,,,,,,
-122.4952850000,37.6298580900,,,,,,,,
-122.4945790000,37.6381948400,,,,,,,,
-122.4940850000,37.6440350000,,,,,,,,
-122.4940850000,37.6440423600,,,,,,,,
-122.4942450000,37.6465484000,,,,,,,,
-122.4942470000,37.6465816500,,,,,,,,
-122.4942840000,37.6471756600,,,,,,,,
-122.4954300000,37.6651751700,,,,,,,,
-122.4957230000,37.6697674500,,,,,,,,
-122.4965890000,37.6833849700,,,,,,,,
-122.4967840000,37.6864330000,,,,,,,,
-122.5005290000,37.7008353000,,,,,,,,
-122.5024260000,37.7081329800,,,,,,,,
-122.5064830000,37.7237310000,,,,,,,,
-122.5078400000,37.7354280500,,,,,,,,
-122.5093960000,37.7488406200,,,,,,,,
-122.5111360000,37.7638382100,,,,,,,,
-122.5119770000,37.7710855400,,,,,,,,
-122.5119830000,37.7711300000,,,,,,,,
-122.5131170000,37.7755327500,,,,,,,,
-122.5136650000,37.7776590700,,,,,,,,
-122.5144830000,37.7808290000,,,,,,,,
-122.5098420000,37.7846145300,,,,,,,,
-122.5053980000,37.7882399800,,,,,,,,
-122.5053100000,37.7883120000,,,,,,,,
-122.5018490000,37.7882053400,,,,,,,,
-122.5017520000,37.7882023600,,,,,,,,
-122.5015690000,37.7881967100,,,,,,,,
-122.4983600000,37.7880978200,,,,,,,,
-122.4947300000,37.7879859500,,,,,,,,
-122.4945270000,37.7879796800,,,,,,,,
-122.4930480000,37.7879341000,,,,,,,,
-122.4928830000,37.7879290000,,,,,,,,
-122.4906420000,37.7887810000,,,,,,,,
-122.4891800000,37.7893368400,,,,,,,,
-122.4862400000,37.7904548400,,,,,,,,
-122.4858270000,37.7906121400,,,,,,,,
-122.4857830000,37.7906290000,,,,,,,,
-122.4855180000,37.7913225600,,,,,,,,
-122.4780830000,37.8108280000,,,,,,,,
-122.4777050000,37.8107228100,,,,,,,,
-122.4762100000,37.8103068500,,,,,,,,
-122.4705170000,37.8087217500,,,,,,,,
-122.4704520000,37.8087037900,,,,,,,,
-122.4703360000,37.8086713900,,,,,,,,
-122.4662840000,37.8061833200,,,,,,,,
-122.4662710000,37.8061754700,,,,,,,,
-122.4645320000,37.8051073900,,,,,,,,
-122.4637920000,37.8046528700,,,,,,,,
-122.4620070000,37.8049512300,,,,,,,,
-122.4577130000,37.8056690300,,,,,,,,
-122.4538810000,37.8063093700,,,,,,,,
-122.4482410000,37.8072522000,,,,,,,,
-122.4396900000,37.8086813500,,,,,,,,
-122.4259420000,37.8109793200,,,,,,,,
-122.4250410000,37.8110018100,,,,,,,,
-122.4241670000,37.8110236200,,,,,,,,
-122.4206120000,37.8111123700,,,,,,,,
-122.4074510000,37.8114409100,,,,,,,,
-122.3996380000,37.8065660900,,,,,,,,
-122.3981380000,37.8056303400,,,,,,,,
-122.3944070000,37.8012906700,,,,,,,,
-122.3897080000,37.7958245600,,,,,,,,
-122.3885700000,37.7945009700,,,,,,,,
-122.3855450000,37.7909823600,,,,,,,,
-122.3853220000,37.7907238100,,,,,,,,
-122.3840030000,37.7829566200,,,,,,,,
-122.3813580000,37.7673870500,,,,,,,,
-122.3789980000,37.7534933200,,,,,,,,
-122.3787790000,37.7522029600,,,,,,,,
-122.3734070000,37.7464515000,,,,,,,,
-122.3675800000,37.7402140500,,,,,,,,
-122.3676590000,37.7401638800,,,,,,,,
-122.3679320000,37.7399912200,,,,,,,,
-122.3707950000,37.7381794700,,,,,,,,
-122.3725670000,37.7370581300,,,,,,,,
-122.3752360000,37.7353691800,,,,,,,,
-122.3758530000,37.7349786700,,,,,,,,
-122.3751000000,37.7346322900,,,,,,,,
-122.3728550000,37.7336006800,,,,,,,,
-122.3700930000,37.7323310900,,,,,,,,
-122.3698920000,37.7325499700,,,,,,,,
-122.3676960000,37.7349428900,,,,,,,,
-122.3654780000,37.7346208900,,,,,,,,
-122.3567840000,37.7295046100,,,,,,,,
-122.3617480000,37.7150095200,,,,,,,,
-122.3704110000,37.7175723300,,,,,,,,
-122.3749810000,37.7155577200,,,,,,,,
-122.3772500000,37.7145571800,,,,,,,,
-122.3785980000,37.7086342200,,,,,,,,
-122.3906730000,37.7086395100,,,,,,,,
-122.3913730000,37.7083310000,,,,,,,,
-122.3931890000,37.7075305300,,,,,,,,
-122.3929520000,37.7063183300,,,,,,,,
-122.3925000000,37.7040048300,,,,,,,,
-122.3893100000,37.6876789400,,,,,,,,
-122.3876260000,37.6790596000,,,,,,,,
-122.3862960000,37.6773786800,,,,,,,,
-122.3818610000,37.6717737400,,,,,,,,
-122.3758480000,37.6641743900,,,,,,,,
-122.3744330000,37.6623863600,,,,,,,,
-122.3742900000,37.6622061200,,,,,,,,
-122.3755990000,37.6523885600,,,,,,,,
-122.3778900000,37.6504250400,,,,,,,,
-122.3797890000,37.6500321800,,,,,,,,
-122.3873800000,37.6484615300,,,,,,,,
-122.3873040000,37.6478334000,,,,,,,,
-122.3863570000,37.6400194600,,,,,,,,
-122.3860710000,37.6376622100,,,,,,,,
-122.3819850000,37.6353919400,,,,,,,,
-122.3682130000,37.6277410900,,,,,,,,
-122.3654540000,37.6262083800,,,,,,,,
-122.3653650000,37.6261156700,,,,,,,,
-122.3604990000,37.6210927500,,,,,,,,
-122.3553100000,37.6157363100,,,,,,,,
-122.3556110000,37.6153142500,,,,,,,,
-122.3585820000,37.6111547800,,,,,,,,
-122.3702050000,37.6143832300,,,,,,,,
-122.3703630000,37.6144273000,,,,,,,,
-122.3729490000,37.6138527400,,,,,,,,
-122.3733080000,37.6137728000,,,,,,,,
-122.3749430000,37.6112190700,,,,,,,,
-122.3754970000,37.6103530400,,,,,,,,
-122.3765360000,37.6087300800,,,,,,,,
-122.3772000000,37.6076917200,,,,,,,,
-122.3778420000,37.6066884700,,,,,,,,
-122.3785450000,37.6055915000,,,,,,,,
-122.3756500000,37.6035240000,,,,,,,,
-122.3619460000,37.5937350800,,,,,,,,
-122.3602180000,37.5925014100,,,,,,,,
-122.3596180000,37.5924783200,,,,,,,,
-122.3332050000,37.5914624400,,,,,,,,
-122.3176760000,37.5908651600,,,,,,,,
-122.3153850000,37.5872653900,,,,,,,,
-122.3157120000,37.5836656200,,,,,,,,
-122.3058950000,37.5754843100,,,,,,,,
-122.3044120000,37.5753944500,,,,,,,,
-122.2968440000,37.5749357700,,,,,,,,
-122.2884510000,37.5744271400,,,,,,,,
-122.2881880000,37.5744111700,,,,,,,,
-122.2797160000,37.5738977000,,,,,,,,
-122.2657680000,37.5730524100,,,,,,,,
-122.2632970000,37.5729026400,,,,,,,,
-122.2626970000,37.5728662900,,,,,,,,
-122.2518980000,37.5663212400,,,,,,,,
-122.2498540000,37.5640996400,,,,,,,,
-122.2482850000,37.5623940400,,,,,,,,
-122.2443710000,37.5581399400,,,,,,,,
-122.2428310000,37.5571356800,,,,,,,,
-122.2363220000,37.5528908000,,,,,,,,
-122.2358190000,37.5525627800,,,,,,,,
-122.2255830000,37.5458867400,,,,,,,,
-122.2251340000,37.5455943100,,,,,,,,
-122.2239120000,37.5447968900,,,,,,,,
-122.2211770000,37.5430132600,,,,,,,,
-122.2167140000,37.5401027700,,,,,,,,
-122.2163800000,37.5398847800,,,,,,,,
-122.2142640000,37.5385048200,,,,,,,,
-122.1966120000,37.5371972800,,,,,,,,
-122.1965920000,37.5371958100,,,,,,,,
-122.1965900000,37.5371772700,,,,,,,,
-122.1963270000,37.5348088400,,,,,,,,
-122.1956040000,37.5283036000,,,,,,,,
-122.1949560000,37.5224694700,,,,,,,,
-122.1778810000,37.5106647400,,,,,,,,
-122.1765480000,37.5097431200,,,,,,,,
-122.1721860000,37.5067270900,,,,,,,,
-122.1684490000,37.5041433400,,,,,,,,
-122.1641950000,37.5031617800,,,,,,,,
-122.1636930000,37.5030458400,,,,,,,,
-122.1564980000,37.5013855600,,,,,,,,
-122.1556860000,37.5011980700,,,,,,,,
-122.1532340000,37.5017943900,,,,,,,,
-122.1531160000,37.5018230700,,,,,,,,
-122.1508750000,37.5023681800,,,,,,,,
-122.1507540000,37.5023977900,,,,,,,,
-122.1496320000,37.5026707100,,,,,,,,
-122.1495800000,37.5026992100,,,,,,,,
-122.1490440000,37.5029948100,,,,,,,,
-122.1416820000,37.5070565400,,,,,,,,
-122.1401410000,37.5079067600,,,,,,,,
-122.1399440000,37.5078152000,,,,,,,,
-122.1309780000,37.5036524800,,,,,,,,
-122.1289060000,37.5013733800,,,,,,,,
-122.1277060000,37.5000527000,,,,,,,,
-122.1266990000,37.5005156600,,,,,,,,
-122.1244080000,37.5015697600,,,,,,,,
-122.1161120000,37.5053859000,,,,,,,,
-122.1113430000,37.5075795000,,,,,,,,
-122.1114240000,37.5102015600,,,,,,,,
-122.1114350000,37.5105785900,,,,,,,,
-122.1119820000,37.5283286100,,,,,,,,
-122.1119980000,37.5288508900,,,,,,,,
-122.1122900000,37.5294077800,,,,,,,,
-122.1230830000,37.5499341800,,,,,,,,
-122.1286880000,37.5605943300,,,,,,,,
-122.1297220000,37.5610468600,,,,,,,,
-122.1323330000,37.5621892500,,,,,,,,
-122.1339240000,37.5628851100,,,,,,,,
-122.1375230000,37.5674666500,,,,,,,,
-122.1376950000,37.5678270700,,,,,,,,
-122.1432230000,37.5794089400,,,,,,,,
-122.1443960000,37.5818657300,,,,,,,,
-122.1444110000,37.5819052100,,,,,,,,
-122.1465760000,37.5873160300,,,,,,,,
-122.1470140000,37.5884107800,,,,,,,,
-122.1469840000,37.5886371700,,,,,,,,
-122.1454190000,37.6005315500,,,,,,,,
-122.1453770000,37.6008463600,,,,,,,,
-122.1456630000,37.6027498600,,,,,,,,
-122.1456810000,37.6028720900,,,,,,,,
-122.1463590000,37.6073914300,,,,,,,,
-122.1486440000,37.6190462300,,,,,,,,
-122.1529040000,37.6407711500,,,,,,,,
-122.1533340000,37.6419224900,,,,,,,,
-122.1533490000,37.6419620000,,,,,,,,
-122.1539170000,37.6434842200,,,,,,,,
-122.1547760000,37.6457835400,,,,,,,,
-122.1549900000,37.6463569300,,,,,,,,
-122.1550530000,37.6465255100,,,,,,,,
-122.1552030000,37.6469271600,,,,,,,,
-122.1557220000,37.6483145300,,,,,,,,
-122.1628020000,37.6672729300,,,,,,,,
-122.1630490000,37.6679330800,,,,,,,,
-122.1709030000,37.6761143800,,,,,,,,
-122.1790840000,37.6800414100,,,,,,,,
-122.1970410000,37.6925467300,,,,,,,,
-122.1972360000,37.6926824300,,,,,,,,
-122.1974100000,37.6928042500,,,,,,,,
-122.2025050000,37.6966597500,,,,,,,,
-122.2039710000,37.6977693200,,,,,,,,
-122.2079720000,37.6981470700,,,,,,,,
-122.2137730000,37.6986947800,,,,,,,,
-122.2144150000,37.6992565700,,,,,,,,
-122.2216270000,37.7055670700,,,,,,,,
-122.2468260000,37.7219296800,,,,,,,,
-122.2497860000,37.7263711500,,,,,,,,
-122.2500500000,37.7267666000,,,,,,,,
-122.2558450000,37.7354591300,,,,,,,,
-122.2559890000,37.7356742700,,,,,,,,
-122.2571100000,37.7379178400,,,,,,,,
-122.2579520000,37.7396013000,,,,,,,,
-122.2571340000,37.7450009700,,,,,,,,
-122.2522330000,37.7476147700,,,,,,,,
-122.2522250000,37.7476189900,,,,,,,,
-122.2484900000,37.7489900200,,,,,,,,
-122.2449370000,37.7502943400,,,,,,,,
-122.2439470000,37.7517790000,,,,,,,,
-122.2505610000,37.7540806900,,,,,,,,
-122.2570070000,37.7563236300,,,,,,,,
-122.2596940000,37.7572587200,,,,,,,,
-122.2602120000,37.7574390500,,,,,,,,
-122.2635070000,37.7585854900,,,,,,,,
-122.2645030000,37.7589320300,,,,,,,,
-122.2719040000,37.7615075000,,,,,,,,
-122.2724060000,37.7623434400,,,,,,,,
-122.2754070000,37.7673498200,,,,,,,,
-122.2757110000,37.7674093900,,,,,,,,
-122.2784190000,37.7679414100,,,,,,,,
-122.2797440000,37.7682016200,,,,,,,,
-122.2816050000,37.7685672900,,,,,,,,
-122.2861390000,37.7694578000,,,,,,,,
-122.2915600000,37.7701189000,,,,,,,,
-122.2938880000,37.7704027800,,,,,,,,
-122.2939960000,37.7704159700,,,,,,,,
-122.2941220000,37.7704673900,,,,,,,,
-122.3007650000,37.7731738300,,,,,,,,
-122.3027590000,37.7739861500,,,,,,,,
-122.3034010000,37.7742476100,,,,,,,,
-122.3043440000,37.7746319400,,,,,,,,
-122.3093600000,37.7761498300,,,,,,,,
-122.3172150000,37.7785270100,,,,,,,,
-122.3189080000,37.7790395400,,,,,,,,
-122.3205180000,37.7796887500,,,,,,,,
-122.3291590000,37.7831728500,,,,,,,,
-122.3307900000,37.7838304000,,,,,,,,
-122.3309620000,37.7860345800,,,,,,,,
-122.3311750000,37.7887479900,,,,,,,,
-122.3316750000,37.7951308500,,,,,,,,
-122.3317470000,37.7960523100,,,,,,,,
-122.3318850000,37.7961788500,,,,,,,,
-122.3355500000,37.7995379700,,,,,,,,
-122.3356740000,37.7996520800,,,,,,,,
-122.3346540000,37.8049253400,,,,,,,,
-122.3337110000,37.8097969000,,,,,,,,
-122.3333440000,37.8102822200,,,,,,,,
-122.3327980000,37.8110047200,,,,,,,,
-122.3253120000,37.8209057600,,,,,,,,
-122.3240650000,37.8225538200,,,,,,,,
-122.3235660000,37.8232142400,,,,,,,,
-122.3176760000,37.8268140100,,,,,,,,
-122.3166250000,37.8268740500,,,,,,,,
-122.3137490000,37.8270383600,,,,,,,,
-122.3062220000,37.8274685100,,,,,,,,
-122.3039300000,37.8300867700,,,,,,,,
-122.3032800000,37.8344728700,,,,,,,,
-122.3029800000,37.8364968700,,,,,,,,
-122.3029810000,37.8364968900,,,,,,,,
-122.3039070000,37.8365194300,,,,,,,,
-122.3133930000,37.8367504400,,,,,,,,
-122.3159130000,37.8368118100,,,,,,,,
-122.3157590000,37.8373051600,,,,,,,,
-122.3141940000,37.8423111300,,,,,,,,
-122.3137130000,37.8422149400,,,,,,,,
-122.3125360000,37.8419795600,,,,,,,,
-122.3038830000,37.8402488800,,,,,,,,
-122.3030070000,37.8469641400,,,,,,,,
-122.3028520000,37.8481541500,,,,,,,,
-122.3083510000,37.8629335800,,,,,,,,
-122.3155650000,37.8594709900,,,,,,,,
-122.3161760000,37.8591776700,,,,,,,,
-122.3162360000,37.8591490200,,,,,,,,
-122.3164090000,37.8590656500,,,,,,,,
-122.3169440000,37.8588090900,,,,,,,,
-122.3188530000,37.8623892300,,,,,,,,
-122.3188960000,37.8624687600,,,,,,,,
-122.3251930000,37.8742759300,,,,,,,,
-122.3246130000,37.8743674500,,,,,,,,
-122.3186620000,37.8753070500,,,,,,,,
-122.3166160000,37.8733884300,,,,,,,,
-122.3131630000,37.8701514400,,,,,,,,
-122.3104130000,37.8704951400,,,,,,,,
-122.3114450000,37.8797752500,,,,,,,,
-122.3136590000,37.8810549100,,,,,,,,
-122.3266760000,37.8885757000,,,,,,,,
-122.3269110000,37.8887116400,,,,,,,,
-122.3269110000,37.8896475400,,,,,,,,
-122.3269110000,37.8908228700,,,,,,,,
-122.3269110000,37.8924924300,,,,,,,,
-122.3258480000,37.8923536800,,,,,,,,
-122.3237370000,37.8920784300,,,,,,,,
-122.3162600000,37.8911030600,,,,,,,,
-122.3118760000,37.8905312700,,,,,,,,
-122.3111010000,37.8904301800,,,,,,,,
-122.3154440000,37.8967782200,,,,,,,,
-122.3155690000,37.8969606200,,,,,,,,
-122.3177520000,37.8962659100,,,,,,,,
-122.3231310000,37.8945546700,,,,,,,,
-122.3237600000,37.8949321900,,,,,,,,
-122.3265680000,37.8966169200,,,,,,,,
-122.3237300000,37.9058454200,,,,,,,,
-122.3337480000,37.9085776600,,,,,,,,
-122.3345290000,37.9087906900,,,,,,,,
-122.3571090000,37.9087906900,,,,,,,,
-122.3606540000,37.9056896200,,,,,,,,
-122.3623460000,37.9042091600,,,,,,,,
-122.3648430000,37.9040530600,,,,,,,,
-122.3675820000,37.9038819100,,,,,,,,
-122.3787080000,37.9051909200,,,,,,,,
-122.3859080000,37.9081361900,,,,,,,,
-122.3863400000,37.9083958400,,,,,,,,
-122.3876630000,37.9091892500,,,,,,,,
-122.3883230000,37.9095855400,,,,,,,,
-122.3891800000,37.9100997000,,,,,,,,
-122.3892650000,37.9109096000,,,,,,,,
-122.3904830000,37.9224767100,,,,,,,,
-122.3904890000,37.9225352800,,,,,,,,
-122.3907490000,37.9227955900,,,,,,,,
-122.3910030000,37.9230494200,,,,,,,,
-122.3950710000,37.9271168100,,,,,,,,
-122.4005190000,37.9282638300,,,,,,,,
-122.4007340000,37.9283090900,,,,,,,,
-122.4012880000,37.9284258200,,,,,,,,
-122.4066760000,37.9322534700,,,,,,,,
-122.4131900000,37.9368822500,,,,,,,,
-122.4137240000,37.9372616300,,,,,,,,
-122.4173710000,37.9435126700,,,,,,,,
-122.4193990000,37.9466390500,,,,,,,,
-122.4209270000,37.9489945600,,,,,,,,
-122.4300870000,37.9631145400,,,,,,,,
-122.4297590000,37.9654053100,,,,,,,,
-122.4290460000,37.9652918900,,,,,,,,
-122.4223620000,37.9642283700,,,,,,,,
-122.4195110000,37.9637749400,,,,,,,,
-122.4192790000,37.9637379900,,,,,,,,
-122.4171120000,37.9633931600,,,,,,,,
-122.4162270000,37.9632524800,,,,,,,,
-122.4157670000,37.9631791700,,,,,,,,
-122.4153600000,37.9631145400,,,,,,,,
-122.4117610000,37.9604965300,,,,,,,,
-122.4110350000,37.9598623100,,,,,,,,
-122.4100310000,37.9589845800,,,,,,,,
-122.4098790000,37.9588518600,,,,,,,,
-122.4083820000,37.9575437400,,,,,,,,
-122.3998320000,37.9560090900,,,,,,,,
-122.3978160000,37.9573941300,,,,,,,,
-122.3958490000,37.9587457000,,,,,,,,
-122.3944920000,37.9596781800,,,,,,,,
-122.3934220000,37.9604134800,,,,,,,,
-122.3830480000,37.9675410900,,,,,,,,
-122.3826690000,37.9678013700,,,,,,,,
-122.3799270000,37.9696855800,,,,,,,,
-122.3773860000,37.9714315000,,,,,,,,
-122.3727370000,37.9746255300,,,,,,,,
-122.3713750000,37.9755613800,,,,,,,,
-122.3675820000,37.9781681400,,,,,,,,
-122.3673670000,37.9786151000,,,,,,,,
-122.3671910000,37.9789809300,,,,,,,,
-122.3664750000,37.9804732800,,,,,,,,
-122.3642150000,37.9851781800,,,,,,,,
-122.3641150000,37.9853863000,,,,,,,,
-122.3619040000,37.9899906000,,,,,,,,
-122.3630000000,37.9943753200,,,,,,,,
-122.3669270000,37.9984577800,,,,,,,,
-122.3688910000,38.0079480900,,,,,,,,
-122.3679090000,38.0125296200,,,,,,,,
-122.3636550000,38.0141658800,,,,,,,,
-122.3594930000,38.0099410300,,,,,,,,
-122.3550760000,38.0085188400,,,,,,,,
-122.3511230000,38.0072458000,,,,,,,,
-122.3400920000,38.0036938100,,,,,,,,
-122.3319110000,38.0053300800,,,,,,,,
-122.3311000000,38.0058954200,,,,,,,,
-122.3251270000,38.0100586700,,,,,,,,
-122.3211120000,38.0128568700,,,,,,,,
-122.3155480000,38.0135113900,,,,,,,,
-122.3039040000,38.0114412700,,,,,,,,
-122.3038710000,38.0114353500,,,,,,,,
-122.3029390000,38.0112697500,,,,,,,,
-122.3008220000,38.0108933500,,,,,,,,
-122.3006330000,38.0110218400,,,,,,,,
-122.2973540000,38.0132491200,,,,,,,,
-122.2965330000,38.0138067700,,,,,,,,
-122.2964400000,38.0138695700,,,,,,,,
-122.2947320000,38.0150297100,,,,,,,,
-122.2919970000,38.0168874400,,,,,,,,
-122.2912350000,38.0174056900,,,,,,,,
-122.2854960000,38.0213032500,,,,,,,,
-122.2851200000,38.0215589500,,,,,,,,
-122.2834780000,38.0226744300,,,,,,,,
-122.2798480000,38.0265342000,,,,,,,,
-122.2797600000,38.0266280800,,,,,,,,
-122.2795330000,38.0268697800,,,,,,,,
-122.2792080000,38.0272148100,,,,,,,,
-122.2757520000,38.0308907600,,,,,,,,
-122.2733240000,38.0334727700,,,,,,,,
-122.2685950000,38.0385022500,,,,,,,,
-122.2628610000,38.0446003500,,,,,,,,
-122.2628610000,38.0514726400,,,,,,,,
-122.2658720000,38.0582719800,,,,,,,,
-122.2666680000,38.0600702300,,,,,,,,
-122.2730060000,38.0743802900,,,,,,,,
-122.2828230000,38.0828888500,,,,,,,,
-122.3018040000,38.1051419900,,,,,,,,
-122.3020740000,38.1053570000,,,,,,,,
-122.3133930000,38.1143535500,,,,,,,,
-122.3145670000,38.1152868100,,,,,,,,
-122.3152520000,38.1156335500,,,,,,,,
-122.3322950000,38.1242631700,,,,,,,,
-122.3335920000,38.1249199100,,,,,,,,
-122.3487850000,38.1326126700,,,,,,,,
-122.3662730000,38.1414669800,,,,,,,,
-122.3963800000,38.1499755400,,,,,,,,
-122.4035130000,38.1506240400,,,,,,,,
-122.4035790000,38.1506300500,,,,,,,,
-122.4097970000,38.1362309500,,,,,,,,
-122.4395770000,38.1169230800,,,,,,,,
-122.4425010000,38.1167458400,,,,,,,,
-122.4458620000,38.1165421600,,,,,,,,
-122.4503760000,38.1162685700,,,,,,,,
-122.4509550000,38.1165993100,,,,,,,,
-122.4512910000,38.1167914600,,,,,,,,
-122.4549580000,38.1188866000,,,,,,,,
-122.4558730000,38.1187646100,,,,,,,,
-122.4574940000,38.1185484300,,,,,,,,
-122.4699760000,38.1168842000,,,,,,,,
-122.4712910000,38.1167087900,,,,,,,,
-122.4844110000,38.1149595700,,,,,,,,
-122.4883540000,38.1128720900,,,,,,,,
-122.4899740000,38.1120142900,,,,,,,,
-122.4907270000,38.1097552300,,,,,,,,
-122.4911870000,38.1083757300,,,,,,,,
-122.4912830000,38.1080872800,,,,,,,,
-122.4912760000,38.1080250500,,,,,,,,
-122.4911670000,38.1071012700,,,,,,,,
-122.4903710000,38.1003344300,,,,,,,,
-122.4899740000,38.0969607100,,,,,,,,
-122.4892070000,38.0953499600,,,,,,,,
-122.4867010000,38.0900884000,,,,,,,,
-122.4844120000,38.0758457100,,,,,,,,
-122.4837560000,38.0717622800,,,,,,,,
-122.4855540000,38.0685116300,,,,,,,,
-122.4880940000,38.0639197400,,,,,,,,
-122.4887320000,38.0627665300,,,,,,,,
-122.4889820000,38.0623153800,,,,,,,,
-122.4922650000,38.0563814300,,,,,,,,
-122.4942630000,38.0496586000,,,,,,,,
-122.4948760000,38.0475974000,,,,,,,,
-122.4971570000,38.0399245600,,,,,,,,
-122.4994640000,38.0321647800,,,,,,,,
-122.4978280000,38.0194019400,,,,,,,,
-122.4975610000,38.0190544400,,,,,,,,
-122.4960320000,38.0170672800,,,,,,,,
-122.4947410000,38.0153885200,,,,,,,,
-122.4945550000,38.0151476700,,,,,,,,
-122.4814650000,38.0076208700,,,,,,,,
-122.4790520000,38.0070703900,,,,,,,,
-122.4760790000,38.0063924900,,,,,,,,
-122.4755970000,38.0062823900,,,,,,,,
-122.4749400000,38.0061326600,,,,,,,,
-122.4744620000,38.0060235600,,,,,,,,
-122.4741820000,38.0059596900,,,,,,,,
-122.4733520000,38.0057704200,,,,,,,,
-122.4665450000,38.0042180800,,,,,,,,
-122.4660710000,38.0041098500,,,,,,,,
-122.4658810000,38.0040666100,,,,,,,,
-122.4651860000,38.0039079800,,,,,,,,
-122.4628120000,38.0033665900,,,,,,,,
-122.4626310000,38.0032338800,,,,,,,,
-122.4617950000,38.0026211500,,,,,,,,
-122.4617620000,38.0025965800,,,,,,,,
-122.4546730000,37.9973982600,,,,,,,,
-122.4534700000,37.9965156700,,,,,,,,
-122.4529940000,37.9961670400,,,,,,,,
-122.4508540000,37.9924979300,,,,,,,,
-122.4492540000,37.9897556600,,,,,,,,
